,binWidth_1_ODI_male_P45_nrxn,binWidth_1_ODI_male_P45_control,L2FC,p_val,fdr_bh_adjusted_p_val,roi,animal_1,animal_2
wavelet-LLL_glcm_Imc1,0.49005560699682993,0.6884802064546135,-0.49046971575775394,0.3212453571783765,0.3671375510610017,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLL_gldm_SmallDependenceEmphasis,0.498001982703129,0.2537524364413567,0.9727298115162193,0.3645543321390297,0.4112920670286489,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLL_glszm_SizeZoneNonUniformity,0.17589227774172617,0.36802779207411224,-1.0651225722263433,0.37947824796732926,0.4227099471028478,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLL_glszm_ZoneEntropy,0.5690550135807158,0.7605277059955498,-0.4184326739409062,0.39825724254454675,0.43808296679900144,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLL_gldm_DependenceVariance,0.5831143588825469,0.4036526666315773,0.5306644262613006,0.4392628296127714,0.4772238148879492,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLL_firstorder_Minimum,0.6186771630370299,0.42167886754180656,0.5530420586630228,0.45154491738397984,0.48458478938768573,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLL_glszm_LargeAreaEmphasis,0.5616640751959154,0.4110618082550993,0.4503521917561333,0.5835552436503423,0.6187091739907243,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLL_glszm_GrayLevelNonUniformityNormalized,0.531642653060303,0.6634320531524226,-0.3194918614156083,0.5962001200028617,0.6245906019077598,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLL_glszm_ZoneVariance,0.5477941674360207,0.44455560068082667,0.30127003665415353,0.7169778824711437,0.7422829842054193,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLL_glszm_LargeAreaLowGrayLevelEmphasis,0.5388244670094501,0.4465449032066739,0.2710101066695504,0.745238364409766,0.7625694891634814,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLL_firstorder_Skewness,0.6477916257606594,0.6889687242303593,-0.08890867519554203,0.8611248389725775,0.8710228256274347,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLL_gldm_LargeDependenceHighGrayLevelEmphasis,0.2918362045980585,0.2965011072698623,-0.02287862032831072,0.9831851221140131,0.9831851221140131,r_hippocampus,male_P45_nrxn,male_P45_control
